,tweets,likes,time,source
3992,The limits of loss and damage: A cautionary tale from Pakistan  : https://t.co/CjA4tT6XPZ (@newhumanitarian),2,2022-11-21 20:21:23+00:00,Twitter Web App
3996,"The foreign minister @BBhuttoZardari said that having experienced first-hand scale and devastation of Pakistan floods, they traveled to the United Nations General Assembly to advocate for climate justice. 
#BBZLeadingClimateJustice",20,2022-11-21 20:19:37+00:00,Twitter for Android
3997,"The foreign minister @BBhuttoZardari said that having experienced first-hand scale and devastation of Pakistan floods, they traveled to the United Nations General Assembly to advocate for climate justice. 
#BBZLeadingClimateJustice https://t.co/B1UawU9BzO",25,2022-11-21 20:19:34+00:00,Twitter for Android
3998,"The foreign minister @BBhuttoZardari said that having experienced first-hand scale and devastation of Pakistan floods, they traveled to the United Nations General Assembly to advocate for climate justice. 
#BBZLeadingClimateJustice
@sharjeelinam @MaleehaManzoor https://t.co/SRHCJNuoxp",6,2022-11-21 20:18:58+00:00,Twitter for Android
4000,"The foreign minister @BBhuttoZardari said that having experienced first-hand scale and devastation of Pakistan floods, they traveled to the United Nations General Assembly to advocate for climate justice. 
#BBZLeadingClimateJustice 
@sharjeelinam @MaleehaManzoor @faridmemonpyo https://t.co/9tqYfOUyno",4,2022-11-21 20:18:04+00:00,Twitter for Android
4001,Pakistan floods every year because they have chopped down most of the trees that were there during the industrial revolution! https://t.co/pPFiFSrjYN,0,2022-11-21 20:17:25+00:00,Twitter for Android
4007,"Earlier this year, Pakistan was struck by devastating monsoon floods that left nearly a third of the country under water, affecting more than 30 million people.

#BBZLeadingClimateJustice",16,2022-11-21 20:14:42+00:00,Twitter for iPhone
4011,"@JustinTrudeau Tragedies are happing all over the world and we clearly know why are you focusing on only Ukraine. 
What about Pakistan floods, Sri Lanka Crisis &amp; big thing is Canada is going though shit and you are more worried about Ukraine than your own country. Reminder :- you’re 🇨🇦 PM",204,2022-11-21 20:12:13+00:00,Twitter for iPhone
4012,"Earlier this year, Pakistan was struck by devastating monsoon floods that left nearly a third of the country under water, affecting more than 30 million people.

#BBZLeadingClimateJustice",16,2022-11-21 20:11:21+00:00,Twitter for Android
4013,"🔴 #PAKISTAN

Islamic Relief teams distributed food, bedding, and essential household items to Mariam and her family, who lost their home during the devastating floods.

We are a proud member of the @decappeal; our teams are on the ground now: https://t.co/6u3Z5RF1zj https://t.co/niLZTIgc2D",6,2022-11-21 20:11:05+00:00,Sprout Social
4017,"This past July, 33 million people were impacted by catastrophic floods in Pakistan, which @HoustonTX partook in relief efforts. 

Two HPD leaders, Asst Chief @BashirHpd &amp; Cmdr. Rodriguez, traveled to Pakistan for a first-hand humanitarian mission with @nypdpals &amp; @helpinghands. https://t.co/yidirCKq4n",36,2022-11-21 20:08:05+00:00,Twitter for iPhone
4028,"Help the Flood Victims of Pakistan so that they can restart their normal lives. 

Keep supporting and keep donating to INF Pakistan 🙂 

#imtiazwelfare #Floods #food #devastating #helpingothers  #INF #support #foodsecurity #charity #donatenow #support #help #PakistanFloods #need https://t.co/8ZbdWQeFp6",0,2022-11-21 19:45:31+00:00,Twitter for Android
4035,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/632PNe2fwb via @guardian,0,2022-11-21 19:29:06+00:00,Twitter Web App
4036,@Coleman48J @NicholasTyrone The floods in Pakistan were because of brexit,1,2022-11-21 19:27:38+00:00,Twitter for Android
4045,"@pmarca Hard to choose: Iran, Ukraine war, Famine in Yemen, Syria and many other countries, Pakistan floods, deadly religious persecution around the world, Myanmar and other conflicts to name a few",0,2022-11-21 19:13:01+00:00,Twitter for iPhone
4050,At #SCOSummit2022 Prime Minister Shehbaz Sharif apprised global leaders of human tragedy and the massive devastation caused by the deadly floods in Pakistan. He appealed the SCO countries to stand up and build a wall against the threat of #ClimateChange. https://t.co/bVqI3ZjY9u,3,2022-11-21 18:58:10+00:00,Twitter for iPhone
4053,It was an amazing night alhamdulillah and we were able to raise a good amount to support the people of Pakistan where 33 Million people have been impacted by devastating floods.,2,2022-11-21 18:54:56+00:00,Twitter for iPhone
4055,"Compare and Contrast: ""‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund"" via @guardian https://t.co/YSKD0TL3oo",0,2022-11-21 18:52:21+00:00,Twitter Web App
4058,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/zBEJIKHT1A,1,2022-11-21 18:50:32+00:00,Twitter Web App
4061,"Pakistan: causes and impact of the floods paralyzing the country. 

Heavy monsoon rains, heat waves, and melting glaciers have caused unprecedented floods, which have killed over 1700 people.

#pakistan #FloodsInPakistan #climatechange #cop27 #blog #news #UNFCCC https://t.co/RslNh5WCJq",0,2022-11-21 18:48:11+00:00,Twitter Web App
4065,@MikeHudema @antonioguterres There is no climate emergency. There has been floods I  Pakistan in the past due to the monsoon.,0,2022-11-21 18:44:15+00:00,Twitter Web App
4068,"Flood was not our fault: The recent floods in Pakistan displaced and injured millions of people. The authorities failed to rescue the citizens in time, and many of them lost their lives. There was water and suffering in most parts of Sindh, Balochistan and Khyber Pakhtunkhwa.…",0,2022-11-21 18:38:32+00:00,dlvr.it
4071,"@MenaalMunshey @newhumanitarian This is seriously an excellent piece. Ms. Munshey, I am a senior at Georgetown University currently writing an article about the floods in Pakistan. I would love the opportunity to connect with you to learn more about your work. My email is cdk53@georgetown.edu",2,2022-11-21 18:34:42+00:00,Twitter Web App
4076,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/7zumGDnBet #ecologie,0,2022-11-21 18:23:27+00:00,Twitter Web App
4081,@TheWhiteWolves5 Nov 20 EWE:  Pakistan - Rice exporters fear big drop in shipments after floods. https://t.co/v95cd1I8fp,0,2022-11-21 18:08:11+00:00,Twitter Web App
4089,"@Lindstar24 Pakistan's floods have gotten worse directly due to climate change, of which they contribute a miniscule amount too.

It's hard to invest in unfractured when you're fighting proxy wars and combating regime change.",0,2022-11-21 17:57:42+00:00,Twitter Web App
4092,"At the summit of the #SCOSummit2022, Prime Minister Shehbaz Sharif apprised global leaders of the human tragedy and the massive devastation caused by the deadly floods in Pakistan. He appealed the SCO countries to stand up and build a wall against the threat of Climate Change. https://t.co/ywYfylpU1a",15,2022-11-21 17:56:15+00:00,Twitter for Android
4099,"Travelling to Sharm El Sheikh two weeks ago, expectations for COP27 were low, even though the floods in Pakistan and the crisis in East Europe were a grim backdrop to the conference. 
 
Week 1 was full of energy, with people from all over the world buzzin…https://t.co/7X2zgHfu7Q",3,2022-11-21 17:43:22+00:00,LinkedIn
4110,"Climate catastrophe is real and happening. My latest on Pakistan floods and what does Canada owe Pakistan? 

https://t.co/7SpOZlDivT

#COP27 #cop27egypt #PakistanFloods #ClimateCrisis",1,2022-11-21 17:37:08+00:00,Twitter Web App
4113,"🇵🇰 “As we reflect on the outcomes of COP27, it is important to ground our understanding in people’s lived experiences.” | Writes @MenaalMunshey https://t.co/hnIAcztJsP",2,2022-11-21 17:30:09+00:00,Buffer
4119,"‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund
#gaspworld #cop27Egypt2022 #climatecrisis #disasterrelief #climatechange 
https://t.co/FTfwuhyqER",3,2022-11-21 17:20:03+00:00,Twitter Web App
4121,"The EAGLE flew across the pond 🦅

We’re proud of Penny Appeal Canada on hosting a fantastic event with @TeamKhabib 

All in aid of Pakistan Flood victims, you can help support the cause like Khabib by clicking the link below:

https://t.co/eeL77mQw6y https://t.co/ueeHUDlESB",4,2022-11-21 17:15:25+00:00,Hootsuite Inc.
4146,@Lindstar24 Pakistan floods because they have removed all their trees...that's all,0,2022-11-21 16:45:29+00:00,Twitter Web App
4155,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/5B5s3aLLCn,1,2022-11-21 16:38:31+00:00,Twitter Web App
4160,"How are you keeping #aidworkers safe as they work to combat the effects of the climate crisis?

Check out the conversation so far:
https://t.co/ATHsbvU5qq

https://t.co/C7KH4tTE3U

https://t.co/zqGPH3gXoS",0,2022-11-21 16:33:30+00:00,Twitter Web App
4161,"❓How has the climate crisis affected your NGO?


From the floods in Pakistan, to droughts in the Horn of Africa, to wildfires and soaring temperatures worldwide, the threat posed by climate change is undeniable. https://t.co/zHXwNBXw3H",6,2022-11-21 16:33:28+00:00,Twitter Web App
4167,"Despite deadly floods and financial crisis, #Pakistan continues to build Muridke airport near IAF airfields https://t.co/1TjweWMuYa",0,2022-11-21 16:31:18+00:00,Twitter Web App
4168,"“The air and water are purer in London than in Lahore because GDP is higher. For the same reason, natural disasters have become far less lethal. The 1950 floods in Pakistan killed many more people than this year’s, because they hit a poorer country.” https://t.co/fDzJoxRRaC",2,2022-11-21 16:30:51+00:00,Twitter for iPhone
4171,"🇵🇰 Over the last month, we provided 624,000 litres of #water to communities affected by the flooding in #Pakistan and 200,000 litres through our solar-powered truck, which turns contaminated water into safe drinking water. 

https://t.co/GjJAMznTEs https://t.co/JY6ucZs5UT",4,2022-11-21 16:30:14+00:00,Sprout Social
4187,"If you look back into the year 2022, the list of disasters caused due to climatic changes is very long. Floods in Pakistan and the Philippines, Hurricane Ian in Florida, Landslides in Kerala, and earthquakes in Nepal are a few examples.",3,2022-11-21 16:22:05+00:00,Twitter for Android
4198,"Before the visit, FM @BBhuttoZardari had repeatedly highlighted the damage the flash floods caused to Pakistan. This is because it has become impossible for the country to get back on its feet after facing a loss of $30 billion.
#BBZLeadingClimateJustice
https://t.co/5Pan5UUsbr",66,2022-11-21 16:13:53+00:00,Twitter for Android
4199,"Countries with territory in the Himalayan Mountains or its foothills, including China, India, Nepal and Pakistan, could face flash floods, according to the report. When the ice melts, water can pool behind rocky ridges to form lakes. 

https://t.co/4gYyzlQDWG",0,2022-11-21 16:13:52+00:00,Twitter Web App
4200,"@Bull_Spotter So Pakistan destroy a forest and start getting floods,man made and they want money for it ,🤣🤣🤣🤣",1,2022-11-21 16:13:01+00:00,Twitter for Android
4210,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/KNWy74m2uO,0,2022-11-21 15:53:13+00:00,Twitter for Android
4212,@CatherineWeibel @UNICEF @UNICEF_Pakistan @UNICEFROSA @UNICEFhealth thousands of families are scattered under the heavy waters floods and rest of the worlds cares less,0,2022-11-21 15:52:19+00:00,Twitter Web App
4226,"The melting of glaciers in the #ThirdPole region impacts billion+ people! 

Example are the catastrophic 2022 floods in #Pakistan 🇵🇰 leaving millions of people homeless 

https://t.co/DshyZS4GbI https://t.co/BqLDPgL0hl",1,2022-11-21 15:30:00+00:00,Twitter Web App
4233,"#PAKISTAN #FLOODS #EMERGENCY #APPEAL

WE ARE COLLECTING #CLOTHES &amp; #HOUSEHOLD #ITEMS

Al Khair Foundation teams are collecting clothes (#old and #new) and small households items.
* Excluding undergarments https://t.co/kGt5rWjXyM",4,2022-11-21 15:22:38+00:00,Twitter Web App
4239,"""Loss and damage is not charity, it’s about climate justice”: how Pakistan’s floods spurred the fight at COP27 for the loss and damage fund. https://t.co/h0QXu0AzTT",1,2022-11-21 15:19:19+00:00,Twitter Web App
4245,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/VSIGV2Rzww,12,2022-11-21 15:09:31+00:00,Twitter for iPhone
4265,"@LindaFLabour But we did fail them, Pakistan is not included in the list of countries that will get compensatory support and the failure to include oil and gas means that we will not stabilise temperature rise and Pakistan will face ever increasing floods as rains increase across its North.",0,2022-11-21 14:55:37+00:00,Twitter Web App
4267,"Later, the Army Chief Interacted with the troops of Quetta Corps, FWO, Frontier Corps (FC) Balochistan and Pakistan Coast Guards and appreciated their efforts during the rescue, relief and rehabilitation process in the recent floods. 
#WellDoneCOAS https://t.co/Q12V972BfV",0,2022-11-21 14:49:25+00:00,Twitter Web App
4282,"I think a lot these days about how my life will (or maybe has, post-Pakistan floods) see the apex of the lighted world at night.",2,2022-11-21 14:35:35+00:00,Twitter Web App
4284,@MatthewStadlen Floods have been occurring in Pakistan since the 1950’s due to monsoon season - natural and cyclical. No amount of money is going to change what Mother Nature does.,0,2022-11-21 14:32:58+00:00,Twitter for iPad
4287,"What does Pakistan's Minister for Climate Change, @sherryrehman, think about global #climateaction following her country's devastating floods? 

DW correspondent Atif Baloch found out when he spoke to her at #COP27 in Egypt. https://t.co/BqD3zHPTxA",315,2022-11-21 14:31:39+00:00,Twitter Media Studio
4289,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/hj3c33VQBI,0,2022-11-21 14:30:50+00:00,Twitter Web App
4290,"I wrote about the #floodsinpakistan for @newhumanitarian - based on work in #Sindh &amp; fundraising with #indusrelief 🇵🇰 As we collectively reflect on the outcomes of #COP27 , it’s imp to ground our understanding in ppl’s lived experiences + longitudinal data
https://t.co/MnCsx858eG",10,2022-11-21 14:30:10+00:00,Twitter Web App
4302,@CatherineWeibel @UNICEF @UNICEF_Pakistan @UNICEFROSA @UNICEFhealth Thanks @Unicef for great contribution towards rehabilitation of people devastated by floods,3,2022-11-21 14:21:29+00:00,Twitter for Android
4304,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/74JEurMHiP,0,2022-11-21 14:21:08+00:00,Twitter Web App
4306,Thank you to everyone who contributed to our Pakistan Floods Appeal non-uniform day before the half-term holiday. We are sending the money to the Disasters Emergency Committee’s Pakistan Floods Appeal. We raised an impressive £484.93. https://t.co/I2cQMl0Bjs,2,2022-11-21 14:20:02+00:00,Buffer
4313,"We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund

With the deadly devastation fresh in the world’s mind, Pakistan pushed for damage funds with other frontline countries. 
#COP27
https://t.co/0OgT7anPJg",5,2022-11-21 14:15:30+00:00,Twitter Web App
4355,✍️ “The historic floods demonstrate just how much women and the poor have been systematically ignored.” | Writes @MenaalMunshey https://t.co/hnIAczcGqP,1,2022-11-21 13:45:31+00:00,Buffer
4359,"""Loss and damage funding ... is all well and good, but it can only go so far,"" writes @MenaalMunshey. https://t.co/tGChfzAc5B",1,2022-11-21 13:40:37+00:00,Twitter Web App
4370,"Great work! 
We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund - The Guardian https://t.co/CZG7C9VO9s",0,2022-11-21 13:36:08+00:00,Twitter for Android
4378,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/xJUUlMqStf,0,2022-11-21 13:27:58+00:00,Twitter for iPhone
4379,"@ziagardezi @MuzlimsPostingW Pray for, that Allah is punishing Pakistan for its sins with floods again",0,2022-11-21 13:27:42+00:00,Twitter for Android
4433,"This breakthrough was achieved in tough talks with developed states by the G77 group led by #Pakistan, the victim of recent catastrophic #floods. https://t.co/gr7dggrWox",3,2022-11-21 13:04:05+00:00,Twitter Web App
4437,"Environmental Changes and Pakistan | Floods are Very Destructive | Bhulekha Tv

YouTube Link: https://t.co/i7L9SNMCfo https://t.co/AcV8KsZwaS",1,2022-11-21 13:00:37+00:00,Twitter Web App
4446,"Developed countries have recognised the need for intervention on climate change given the growing number of crises, like the floods in Pakistan or small island states.

However, the sources are yet to be agreed, and pressure remains on the undelivered $100bn-a-year pledge. 3/5",0,2022-11-21 12:46:11+00:00,Twitter Web App
4453,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at #COP27 for #LossAndDamage fund https://t.co/cl2pQiWtbw,0,2022-11-21 12:39:17+00:00,Twitter Web App
4458,Poet in the Woods: The Cup Runneth Over https://t.co/1TJUdzdYCU #poetry #WorldCup #Football #EcuadorvsQatar #COP27 #Earthquake #Pakistan #floods #politics,1,2022-11-21 12:35:11+00:00,Twitter Web App
4472,@MatthewStadlen How much should UK pay for flooding in #Pakistan that you cannot prove has anything to do with ‘climate change’ and still less that #UK is responsible for it?  Pakistan has floods ever year and always has.,1,2022-11-21 12:26:08+00:00,Twitter for iPad
4474,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/eAqQWpFW5N,0,2022-11-21 12:25:07+00:00,Twitter Web App
4484,"Please donate to help save lives this winter in Pakistan. The effects of the floods are still present and will be felt for the coming months, years. Click on the GoFundMe in the link below. https://t.co/iMJgAIKLlQ",4,2022-11-21 12:19:11+00:00,Twitter for iPhone
4485,"Shoukry for hosting a historic COP27.

The foreign minister said that having experienced first-hand scale and devastation of Pakistan floods, they traveled to the United Nations General Assembly to advocate for climate justice. He recalled that the Group of 77, chaired by him",2,2022-11-21 12:19:07+00:00,Twitter for Android
4491,"phenomenal foundation stone using which Pakistan–a developing country battered by the unrelenting onslaught of “biblical” floods–would stand on its own feet. However, if leading a group of 77 developing countries to a breakthrough has landed as a big shiny star on Pakistan’s 4/6",3,2022-11-21 12:16:06+00:00,Twitter for Android
4492,"'Get well soon' Twitter floods with well wishes for Shaheen.

#Cricket | #Pakistan | #ShaheenAfridi  https://t.co/nAvviKBFoy",9,2022-11-21 12:15:09+00:00,Twitter for Android
4494,"""Pakistani startups remain a rare bright spot for the
country amidst the political uncertainty, macroeconomic
challenges, and the floods disaster"".

- @aatif_awan, Founder of @indusvalleycap, in #UNDPinPakistan's #DAP.
 
Read here: https://t.co/6RBItwRhlQ https://t.co/cfZZv3PIcT",7,2022-11-21 12:14:07+00:00,Twitter for Android
4495,"Health Educators Day Event 
29 Nov 10.30 to 4 PM
Brent Civic Centre
There will be
Presenters
Stalls
Exercise
Support for the people of Pakistan where floods has devastated the country - to show our heartfelt dedication to those in our community who lost family &amp; business",0,2022-11-21 12:13:40+00:00,Twitter Web App
4508,"The devastating #PakistanFloods can be the spur for countries to work together &amp; accelerate collective climate action.

Acting sooner rather than later is crucial, urge authors of a recent @IFPRI blog post.

@IFPRISAO @aditimukherji @CGIAR #COP27 https://t.co/3rr3KtSxzD",9,2022-11-21 12:01:16+00:00,Hootsuite Inc.
4509,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/LOeRq9mcqI,1,2022-11-21 12:00:32+00:00,Twitter for iPhone
4510,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/JmhX4YOWIY #ClimateEmergency,0,2022-11-21 12:00:03+00:00,Twitter Web App
4519,"Harjeet Singh on climate damage fund: For someone who has seen his home disappear in the floods in Pakistan, a solar panel or a sea wall isn't much use""",0,2022-11-21 11:55:32+00:00,Twitter Web App
4525,"""It’s worse because of climate change...and especially in these highly vulnerable regions, small changes matter a lot.”

https://t.co/KUFWWjUYL4",0,2022-11-21 11:52:09+00:00,TweetDeck
4526,"New Climate News: 

Millions of Pakistan women suffering worst health impacts of devastating floods

#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechange
https://t.co/eGOuijPprL",1,2022-11-21 11:52:08+00:00,FS Poster 3
4535,Pakistan reels from floods: ‘We thought we’d die of hunger. Now we fear death from water’ https://t.co/b9t2j82Qkc,0,2022-11-21 11:44:21+00:00,Twitter for Android
4536,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/QtiXARMvDA,0,2022-11-21 11:43:42+00:00,Twitter for Android
4537,"On #WorldChildrensDay, we asked children to share what they would do for themselves and their communities, if they were Prime Minister of Pakistan. Here are responses @SPARCPK collected from children from a long-term settlement next to Hyderabad, affected by the floods. (1/6) https://t.co/VAjyDgtqsK",5,2022-11-21 11:43:40+00:00,Twitter Web App
4544,"Pakistan's success in negotiating loss and damage funding at #COP27 is essential as climate disasters here become more common. I learned from Sindhi farmers the human cost of this year's floods, plus insights from @SRSO_Official, @sherryrehman, and others. https://t.co/LnJgHROXI3",2,2022-11-21 11:39:20+00:00,Twitter Web App
4546,Great work by Sherry Rahman and Nabeel Munir. We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund - The Guardian https://t.co/lhIX5c6bTu,38,2022-11-21 11:38:12+00:00,Twitter for iPhone
4547,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods? - #باجوہ_ہمارا_فخر #BajwaDoctrine  - https://t.co/JTvUYPP1ld",0,2022-11-21 11:37:15+00:00,SocialPilot.co
4560,“We couldn’t fail them”: How Pakistan’s floods spurred fight at COP for loss and damage fund - The Guardian https://t.co/hXklJJlHCd,0,2022-11-21 11:30:52+00:00,Twitter for iPhone
4565,‘We couldn’t fail them’: how #Pakistan floods spurred fight at #Cop27 for loss and damage fund https://t.co/TAMZFdmVme,4,2022-11-21 11:26:06+00:00,Twitter for iPhone
4567,"‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund

#Cop27 #Pakistan #ClimateCrisis #SouthAndCentralAsia #Environment #ClimateFinance #Flooding #WorldNews 
 https://t.co/YsgZYHyZXE",4,2022-11-21 11:25:38+00:00,Twitter for iPhone
4569,"Floods in #Pakistan continue to remain a national calamity. Army invariably is called upon in aid of civil power for undertaking relief rescue operations. 
#Pakistan #ISPR #Bajwa #COAS https://t.co/jQVktmml33",1,2022-11-21 11:22:24+00:00,Twitter Web App
4576,"Please deposit funds in the Montenegrin bank account used by the newly created Ministry for the Indulgence of Western Guilt. 

‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/JDtBlf1PxF",0,2022-11-21 11:16:01+00:00,Twitter for iPhone
4579,"It was an honour to have @knutostby @UNDP_Pakistan in Balochistan where IR has started recovery efforts. Together, we aim to scale up our efforts for the flood affected communities. 

#PakistanFloods 
#RebuildAndRestore https://t.co/TVA2bGeyv2",33,2022-11-21 11:08:57+00:00,Twitter for Android
4584,"@sajidtarar Also, a heart-wrenching incident was reported 01/Sep/2022 from Sindh, Pakistan where an 8-year-old Hindu girl was gang-raped amid the devastating floods. The suspects scratched her entire face and also gauged out her eyes.",0,2022-11-21 11:03:19+00:00,Twitter Web App
4586,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund | Cop27 | The Guardian https://t.co/0GdVcjxZIr,0,2022-11-21 11:00:15+00:00,Twitter for iPad
4587,"@sajidtarar Hindu girl gang raped by Khalid and Dilsher on the pretext of providing food amid devastating floods in Sindh, Pakistan.
 She said that the accused auto rickshaw driver duped her and said that he would provide grocery items.",0,2022-11-21 11:00:11+00:00,Twitter Web App
4599,@TerryReintke It wasn't been perfect but if you look up the word disaster it's far from it......floods in Pakistan......now that is a disaster..,0,2022-11-21 10:48:58+00:00,Twitter for Android
4601,"@Ed_Miliband Floods in Pakistan in 1947 there were 47 million people, and it was 95% covered by trees
Over those years deforestation has taken place and they’re now over 400 million people, so when it rains it floods no trees to stop it.
Why should we compensate them for their actions?",1,2022-11-21 10:46:14+00:00,Twitter for iPhone
4610,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/InNzL7nGa1,0,2022-11-21 10:40:49+00:00,Twitter for iPhone
4624,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/XUs1vNNluV,0,2022-11-21 10:33:53+00:00,Twitter Web App
4630,"Thanks for visiting @IslamicReliefPK floods response and recovery site at Hanna Urak, Balochistan. @UNDP_Pakistan , @SURGE_UNDP &amp; @IRWorldwide are working together to save people from harsh winters &amp; to restore the Dignity of affected communities.@USAID_Pakistan @ukinpakistan https://t.co/V0l0TBrtGA",38,2022-11-21 10:30:05+00:00,Twitter for Android
4646,"@tws4042 Ah yes, Pakistan who have nuclear and space programmes, who did so much deforestation that it allowed massive floods, and who housed people on flood plains. Of course they are asking for our money, it will help Sunak and Hunt to turn us in to a 3rd world country.",2,2022-11-21 10:21:50+00:00,Talon Android
4677,‘We couldn’t fail them’: how #Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/UqFbRuH4Yd,0,2022-11-21 10:13:15+00:00,Twitter for iPhone
4696,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods? #باجوہ_ہمارا_فخر",0,2022-11-21 10:06:17+00:00,Twitter Web App
4699,"🏠 𝐑𝐄𝐁𝐔𝐈𝐋𝐃𝐈𝐍𝐆 𝐇𝐎𝐌𝐄𝐒 𝐀𝐍𝐃 𝐋𝐈𝐕𝐄𝐒 𝐈𝐍 𝐏𝐀𝐊𝐈𝐒𝐓𝐀𝐍 🇵🇰

📽️ In this video you can see some of our homes we are rebuilding in Khairpur, Sindh.

🟢 £750 = Full Cost to Build a Home

🟠 £375 = Half Share to Build a Home

➡️ https://t.co/KYMqVn6GLQ https://t.co/JISNnm2uQ0",1,2022-11-21 10:05:37+00:00,Twitter for iPhone
4700,"@kushal_mehra @ashajadeja325 Ironically now there is no dish left in Pakistan…crop failure, locust and floods…sad…",15,2022-11-21 10:04:59+00:00,Twitter for iPhone
4701,"@BBhuttoZardari heads the #G77 group, is a  coalition of 134 developing countries and has been using this global leadership role to raise awareness for the catastrophic floods in #Pakistan and for global warming in the world. 3/7 https://t.co/TPPdQ0ZulF",51,2022-11-21 10:04:40+00:00,Twitter for iPhone
4705,"‘We couldn’t fail them’: how Pakistan’s floods spurred fight at #Cop27 for loss and damage fund 
https://t.co/0EXt7Rbp45",0,2022-11-21 10:02:10+00:00,Twitter for iPad
4706,Recent climate change-induced disasters like this year’s heatwave &amp; devastating floods are a stark reminder that investing in climate resilience is imperative for #Pakistan. Read the new Pakistan #ClimateAndDevelopment Report: https://t.co/1JQrjQQ5qI #PakistanCCDR https://t.co/32W31F1Ms9,3,2022-11-21 10:01:28+00:00,Hootsuite Inc.
4713,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/BiFCN0Fae7,40,2022-11-21 09:54:32+00:00,Twitter for Android
4717,"Azaad, 10, is one of millions of children who lost their school to #PakistanFloods. On #WorldChildrensDay, he showed us the Temporary Learning Center which @UNICEF and partners established in his village so he and his friends can resume learning, and play.

#ForEveryChild https://t.co/Jhc6ObYz82",359,2022-11-21 09:50:28+00:00,Twitter Web App
4718,"Pakistan’s Farmers Are Already Bracing for the Next Disaster

#FloodsInPakistan #Agricultural workers #ClimateCrisis #Disaster #Floodaffectedareas #Floods #heavymonsoonrains #MonsoonRains #Pakistan #Pakistanclimatecrisis  #Sindh 

https://t.co/0ZXlXHCZnP https://t.co/VuzKXvTeNk",1,2022-11-21 09:49:58+00:00,Twitter Web App
4732,"@anthea_bailey And please remember Pakistan has only existed for around 70 years, so those screaming “worst in history” are looking at a very short period of time. They need to look at what was happening to the area long before partition.

https://t.co/SaVSzouLKp",0,2022-11-21 09:39:52+00:00,Twitter for iPad
4741,#Climatejustice must take a tangible shape. This harks to conversations had at @UKFIET⁩ #conversationsforchange &amp;⁦@baicenews #baice2022⁩.  ‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund #pakistanfloods https://t.co/4ppJBSZpmM,1,2022-11-21 09:35:08+00:00,Twitter for iPhone
4745,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/pll88Ne9Zl,0,2022-11-21 09:34:06+00:00,Twitter for Android
4748,"It's heartbreaking to see thousands of people homeless due to severe floods in Pakistan.

In Sindh, @PRC_official Emergency Response Teams are conducting rapid field assessment of 250 flood affectees in District Larkan, to provide them the humanitarian aid. 

#floodinpakistan https://t.co/IWhpXaHSoZ",9,2022-11-21 09:31:50+00:00,Twitter Web App
