,CLEAN_tweets,likes
180,pakistan s economy is faltering inflation is higher than floods affected million people caused damage economic losses of billion pakistan needs stability improved governance s ambitions will increase political turmoil https t co iqx ql i,19
323,pakistan s floods are a direct result of bad land management due to over population uk is already massively over populated,12
1315,pakistan s floods are a direct result of deforestation monsoons have happened for millennia,0
1215,pakistan s floods are due to poor land management brought on by over population we don t want to house the rest of the world on our native island,2
808,pakistan s floods have gotten worse directly due to climate change of which they contribute a miniscule amount too it s hard to invest in unfractured when you re fighting proxy wars and combating regime change,0
870,pakistan s success in negotiating loss and damage funding at cop is essential as climate disasters here become more common i learned from sindhi farmers the human cost of this year s floods plus insights from and others https t co lnjghroxi,2
390,pakistan s timely finalisation of a recovery plan from devastating floods is essential to support discussions and continued financial support from multilateral and bilateral partners the international monetary fund said on wednesday https t co a xkvhd,0
991,pakistan shouldn t have cut all its forests down and the floods wouldn t have been so bad no sympathy at all for a nation of terrorists and nonces,0
1482,pakistan these flood have increased the incidence of poverty by more than climatecrisis pakistanfloods,2
1344,pakistan van accident kills as record-breaking floods surge in the city https t co g oazaeelo via,0
1094,pakistan was recently hit by a galore amount of floods which they blamed on global warming and other nations jumma jumma hafta nehi hua from this destruction and we started deforestation again to build a bypass qaubleeds downwithcda,5
963,pakistan which was ravaged by unprecedented floods this year welcomed the summit s historic decision to set up a fund to address loss and damage caused by climate-induced disasters https t co vnxfif dul pakistanfloods cop climatecrisis climateaction https t co pwfqj srul,9
1164,pakistan who cut down their own mangrove trees flood defence for floods they ve always had every year pakistan has flooded long before the industrial revolution more died in floods from a smaller pop than this is a token rather than actually tackling fossil fuels,35
529,pakistanfloods have damaged key infrastructure in balochistan undpinpakistan rr visited the ongoing recovery work in nushki supported by to repair renovate public service facilities like schools hospitals resilientpakistan https t co kpmahconet,15
30,pakistanfloods have particularly impacted the poorest most vulnerable districts are working together for livelihoods recovery reconstruction of community infrastructure morehttps t co turvjf oov resilientpakistan https t co log e hih,17
859,pakistani startups remain a rare bright spot for the country amidst the political uncertainty macroeconomic challenges and the floods disaster founder of in undpinpakistan s dap read here https t co rbitwrhlq https t co cfzzv pict,7
367,pakistani-american actor comedian kumail nanjiani and award-winning filmmaker sharmeen obaid-chinoy are launching charity bitcoin soul bound token nfts to aid the victims of the dreaded pakistan floods,1
1401,partners and together to help and protect the communities impacted by the pakistanfloods more https t co hhcoclp l looking forward to working together to rebuildandrestore for a resilientpakistan https t co jilcsyojdi,21
224,pc n do tell how many of the million ppl displaced by pakistan s recent floods will still be alive in months time how many of young children have died already your sources will be helpful too,4
178,please consider donating to the pakistanfloods relief fundraiser organized by if you have the funds to share this and help it achieve a minimum goal of if you do care about climatejustice yet i only just helped crack the k https t co fsoumpxo,18
38,please explain how sajal turned patriotic overnight so many things happened in pakistan she never mentioned the floods or any other issue sajal laughed on a pooja and now pretending to be decent anyways she could have asked her pr team to be more polite,0
1169,pleasure to meet with ute klamert deputy executive director wfp had a detailed discussion regarding our nutrition programme the devastation caused by the unprecedented floods has been providing technical assistance to for its benazir nashonuma programme https t co yj vjkb tl,3
1340,pls check and make sure if the and the crime mister have distributed your aid to the needy and the real victims of the devastating floods,3
1367,point from who says eu climate damage fund for only the most vulnerable is yrs out of date climate impacts now so bad how can you tell pakistan for example they can t have access to support in the wake of floods delay tactic now biting rich countries,21
399,post disaster needs assessment pdna urgently eks bn for immediate recovery and reconstruction due to floods between and pakistan will need bn for adaptation and bn for decarbonisation greennewdeal,7
847,pray for that allah is punishing pakistan for its sins with floods again,0
1083,proud of my wise young colleague youth calls on world leaders to act for the sake of future generations in one third of my country was underwater when floods ravaged pakistan this year https t co efdkwrn ct,13
110,raj hoga na bilkul we are working extra hard for everyone because mein partition ki wajah se desh ka toilet pakistan jo tha woh alag hogya tha na of country is already covered tension mat lo aap apne crore jo floods ko jhele hai unki zindagio ki chinta karo,0
1452,read prof piece on pakistan floods ancient grains like millet could be key for sustainability in the https t co zdx ifwet,5
426,read the article at least the credit default swap rate spike is a result of floods that have ravaged the country and caused historic damage youthias are such losers that they are going to now celebrate natural calamities in pakistan https t co akjgcste c,1
968,record droughts in europe china africa record floods in australia pakistan i think it s arrived champ,5
925,rehabilitation project in flood effected areas of pakistan is ongoing the construction of ecohomes has started may the lord almighty provide us all shelter in this world and the next pakistanfloods charity https t co khndpsc f,3
402,remember he is still alive you or your pm couldn t do anything to him and couldn t get a word out of him bc pura india moot dega pakistan k border pe to dubara floods aa jaenge,0
1235,reminds me of when some phd lady was telling us how we should blame china for the floods in pakistan and we re so ungrateful if we blame the us because they do sooo much for us find her here for all her wisdom,1
1322,resistance you do know that the bbc were lying when they claimed that a third of pakistan was under water and the real figure was only and only short term the bbc are the fifth columnists if anyone https t co f ex dl,1
930,rice expected lower yield reduced harvested area in india and damages caused by recent floods in pakistan are predicted to result in decline of global rice production owing to the magnitude of contribution by both countries https t co x pntq rs,9
1175,rising global temperatures have intensified deadly floods in places like pakistan and nigeria as well as fueled record-breaking heat across europe and asia https t co uvlq howwt,3
322,rr undp visited killa abdullah a pakistani district impacted by floods https t co q ls aey,1
548,ruda is a punjab government initiated project backed by the federal government imran khan promotional videos attracted millions all across as people do follow him one such example is the floods telethon can t be compared with housing colonies spread all across pakistan,12
998,same in australia muslims use their position for islam https t co mbifqg wu https t co jorlaplle,1
1456,says imagine you re pakistan devastated by floods and you go to access loss damage and are told sorry you re a middle income country not for you what would be the point of such a fund this narrow definition of vulnerability is being forced on us by europe,25
469,school s out after pakistan s floods millions of children are out of their classrooms and a big share may never go back authorities warn pakistan https t co pte uj ve https t co hz ooejvj,20
51,school s out pakistan floods raise education fears for millions pakistanfloods educationinpakistan unicef https t co qfzouhxqp,0
984,self inflicted deforestation in a flood prone nation s probably not a good idea it is estimated that only about five percent of the country are covered by forests now https t co gxkyamaovy,3
566,severe floods in pakistan have impacted over hectares of land and led to over million people displaced a new report highlights implications for wheat planting and the urgent need to investinimpact in agrifood read more https t co amazaxxho,11
544,sexual intercourse is not meant for producing kids only sometimes it is about love or fun for some you are from pakistan and you talk like there is a good health services no poverty polio floods corruption child abuse child pornography and prostitution,0
70,she is nothing but a fake person she doesn t even know how severely the global climate change is effecting pakistan s climate causing floods every year she surely didn t help any flood affected families she is from the most corrupt political party in pakistan,0
56,should prevent water from india reaching pakistan in order to prevent pakistanfloods that would help them in restoring their dignity by working hard and not begging for foreign flood aid,0
1108,since the devastating earthquake nothing has changed in mashkai despite balochistan provinces facing the wrath of pakistanfloods there is no evident aid or even a statement from the pakistan leadership https t co doyukm xlx,12
141,skimmed it just now gd of you to make the start freely available cld you update us on pakistan causes of flooding scale heatwave months before the floods so severe birds dropped dead frm the skies suspect basic survival of million ppl is top of their list rt now,0
78,so is a great friend but my pakistan is an inclusive loving country diversity is the glue binding us together pak sar zamin is a living breathing anthem is a baloch who lost everything in the floods singing it with his ethnic accent not good enough for us https t co qklws phtc,20
825,so pakistan destroy a forest and start getting floods man made and they want money for it,1
1311,so sorry britain invented rain in the s we should raise pakistan above our imperial floods it s our duty,0
1043,so we re gonna send millions of dollars to pakistan because of the floods even though the flood were caused by mass deforestation and they can afford a space program these agreements are the biggest joke world leaders have come up with yet disgusting,1
135,sometimes good things come out of bad hoping it s the case here and the recent massive floods in pakistan open the door to a complete reform,0
340,spoke at the executive board meeting of explained the devastation caused by catastrophic floods how played a significant role in providing targeted cash relief in first phase an amount of rs b m disbursed to million families affected by floods https t co luwvfb dwi,0
724,stmedia where you and me are responsible for floods in pakistan because we drive cars,0
153,strangely some western politicians and ngo media has been favouring aid to pakistan in name of climate change payment from developed countries to developing countries floods have happened in other developing countries oney will be shared by pak army us politicians media etc,3
1120,students from have made for us this video for worldchildrensday highlighting the need to support children around the globe affected by climate change the impact of the recent floods in pakistan and the actions that we have been taking to protect childhood https t co x hpvkoglg,5
1284,such a shame moment for pakistan k hmra pm pr case hy flood victims ka funds khany pr aur jo log ub floods me beghar hwy mtlb wo b bhool jyn k uny koi imdad mily gi,0
393,support global south countries as pakistan badly countering malaria in flash floods stricken areas of balochistan and sindh provinces especially in children and older age people,2
919,support in flood-affected areas continues pakistan red crescent distributed relief items amongst the vulnerable families in the flood-affected areas of district larkana sindh to assist the flood-affected families floodinpakistan kindness pakistanfloods https t co svoug evld,15
533,sure go and look at the floods in pakistan india even australia your interpretation of the data is highly questionable as for costs said floods droughts have had an impact on food production,0
748,tell pakistan to stop cutting forest then getting floods because its man made nothing to do with climate change,0
31,tends to happen when the entire country is focussed on appointment of a general rather than the millions that have sufferd due to floods meh another day another drama in pakistan,1
1397,thank you loreto students for raising funds for the pakistan floods appeal donations are helping families who have lost their homes and livelihoods survive the difficult months ahead,0
464,thank you salman toor and for supporting our relief efforts in pakistan these funds will directly impact the lives of pakistanis who continue to suffer from the effects of summer floods go to the link in our bio to learn more https t co snewksxfjf,7
628,thank you to football club for standing withrefugees by raising over to support people impacted by the floods in pakistan with s continued support unhcr is able to provide life-saving assistance to forcibly displaced people globally https t co nkhfcyjnog,4
839,thanks for great contribution towards rehabilitation of people devastated by floods,3
886,thanks for visiting floods response and recovery site at hanna urak balochistan are working together to save people from harsh winters to restore the dignity of affected communities https t co v l tbrtga,38
1028,thanks nana gbnews gbvoice morally good and for british prosperity and security as rishi sunak has said pakistan floods deaths and billion damage reparation can assist these countries pakistanfloods reparation lossanddamage https t co evgluvbz,1
1027,thanks nana gbnews gbvoice morally good and for british prosperity and security as rishi sunak has said pakistan floods deaths and billion damage reparation can assist these countries pakistanfloods reparation lossanddamage https t co pf fugts m,0
1406,thanks to appgpakistan for hosting a very important conversation with communities responding to pakistan floods recovery with country rep https t co ree d u jk,5
1303,that s a warburtons bread van in the uk floods not pakistan the delivery to my local spar was late that day,0
107,the arrival of a military truck carrying aid sparked scenes of desperation survivors attacked it hanging off it throwing rocks at it writes https t co hniaczcgqp,5
406,the arrival of a military truck carrying aid sparked scenes of desperation survivors attacked it hanging off it throwing rocks at it writes https t co hniacztjsp,38
488,the astonishing display of ignorance toward the plight of millions affected by floods shows how governance in pakistan is nonexistent failingpakistan https t co ffnqmdx n,1
1342,the august floods the worst in living memory affected one-third of pakistan with more than homes washed away many roads and bridges are still impassable and electricity outages are commonplace opinion piece by pakistan https t co bq yeobkdq,5
197,the authorities in pakistan are so inhumane that they will do anything to ignore the existence of balochis people were left to die relief was not provided during post floods that hit balochistan balochistanfloods https t co cef oo a,0
481,the authorities in pakistan are so inhumane that they will do anything to ignore the existence of balochis people were left to die relief was not provided during post floods that hit balochistan balochistanfloods https t co d raeea s,0
191,the authorities in pakistan are so inhumane that they will do anything to ignore the existence of balochis people were left to die relief was not provided during post floods that hit balochistan balochistanfloods https t co gs ojonuxl,0
348,the authorities in pakistan are so inhumane that they will do anything to ignore the existence of balochis people were left to die relief was not provided during post floods that hit balochistan balochistanfloods https t co pthw rvkix,0
436,the authorities in pakistan are so inhumane that they will do anything to ignore the existence of balochis people were left to die relief was not provided during post floods that hit balochistan balochistanfloods https t co rrnpdrjh,0
446,the authorities in pakistan are so inhumane that they will do anything to ignore the existence of balochis people were left to die relief was not provided during post floods that hit balochistan balochistanfloods https t co rwzfryqwrx,0
471,the authorities in pakistan are so inhumane that they will do anything to ignore the existence of balochis people were left to die relief was not provided during post floods that hit balochistan balochistanfloods https t co xheo k efu,0
1129,the bank of punjab is pleased to collaborate with the citizen foundation to sponsor the cycle for change to raise funds for the school restoration damaged during flash floods in pakistan thebankofpunjab harfardkakhayal floodrelief supporteducation https t co itsclbhn o,10
1107,the bank of punjab is pleased to collaborate with the citizen foundation to sponsor the cycle for change to raise funds for the school restoration damaged during flash floods in pakistan thebankofpunjab harfardkakhayal floodrelief supporteducation https t co vjoz vjnpv,0
1387,the biggest issue is the timing of the floods which if not addressed properly the consequences of which have failed to reach us chairman pakistan peoples party and fm https t co lwc pazqmk,57
1102,the catastrophic climate change induced floods in pakistan early this year that resulted in losses and damages of over us billion refocused the global attention towards this critical issue bbzleadingclimatejustice,5
596,the devastating floods in pakistan have impacted the lives of millions of people many face cold winters and risk of disease livelihoods and homes can take months to restore britishasiantrust ambassador calls for more support donate https t co jnkp g bjs https t co lmzbymn,25
861,the devastating pakistanfloods can be the spur for countries to work together accelerate collective climate action acting sooner rather than later is crucial urge authors of a recent blog post sao cop https t co rr ktsxzd,9
814,the eagle flew across the pond we re proud of penny appeal canada on hosting a fantastic event with all in aid of pakistan flood victims you can help support the cause like khabib by clicking the link below https t co eel mqw y https t co ueehudlesb,4
1003,the eu has contributed million to the pakistan space and nuclear programmes utterly risible pakistan alone faces a billion bill for its floods which is spends next to bugger all on,4
1379,the flooding in pakistan was caused by the following explosive population growth from m in same as uk to m today the degradation of the indus delta redirection of indus river for irrigation etc to feed the extra population floods on a flood plain shocked,92
1085,the floods are dreadful but they are not unprecedented the flood killed more pakistan has severe floods pretty much every year https t co iiqjo mjth,3
71,the floods came as a curse because niazi lives when niazi dies all curses will be lifted from pakistan,0
1195,the floods in pakistan have nothing to do with geoengineering,0
796,the floods in pakistan were because of brexit,1
987,the floods is pakistan have been as bad in the past if you look you will find the details however i do not expect you to look as you do not want to see that it was as bad in the past,0
1147,the floods were caused by pakistan chopping down most of its trees they ve had rain before,2
721,the foreign mister said that having experienced first-hand scale and devastation of pakistan floods they traveled to the united nations general assembly to advocate for climate justice bbzleadingclimatejustice,21
908,the foreign mister said that having experienced first-hand scale and devastation of pakistan floods they traveled to the united nations general assembly to advocate for climate justice bbzleadingclimatejustice cop https t co hfr js q,25
931,the foreign mister said that having experienced first-hand scale and devastation of pakistan floods they traveled to the united nations general assembly to advocate for climate justice bbzleadingclimatejustice cop https t co jlmrphwc x,0
785,the foreign mister said that having experienced first-hand scale and devastation of pakistan floods they traveled to the united nations general assembly to advocate for climate justice bbzleadingclimatejustice https t co b uawu bzo,25
722,the foreign mister said that having experienced first-hand scale and devastation of pakistan floods they traveled to the united nations general assembly to advocate for climate justice bbzleadingclimatejustice https t co c yheg mog,21
782,the foreign mister said that having experienced first-hand scale and devastation of pakistan floods they traveled to the united nations general assembly to advocate for climate justice bbzleadingclimatejustice https t co h svre kra,1
786,the foreign mister said that having experienced first-hand scale and devastation of pakistan floods they traveled to the united nations general assembly to advocate for climate justice bbzleadingclimatejustice https t co srhcjnuoxp,6
787,the foreign mister said that having experienced first-hand scale and devastation of pakistan floods they traveled to the united nations general assembly to advocate for climate justice bbzleadingclimatejustice https t co tqyfouyno,4
146,the g was ably led by mister of climate change of pakistan who spoke passionately on behalf of both pakistanis who had suffered devastating floods with losses and damages estimated at usd billion and all the people from vulnerable developing countries https t co oeco uqc l,0
541,the greek mister offered sympathies on the recent devastating floods in pakistan offered continued support for relief rehabilitation efforts thanked greek government its people for their support in flood relief rehabilitation efforts in pakistan https t co v sz bpozx,11
209,the hard-fought lossanddamagefund is integral to climate justice and pakistani negotiators helped achieve it by uniting developing countries at cop months after heavy rains and floods devastated their country s speaks with us https t co t twpd c,25
214,the hard-fought lossanddamagefund is integral to climate justice pakistan negotiators helped achieve it by uniting developing countries at cop months after heavy rains floods devastated their country s spoke with https t co bfcfrj ccc,21
213,the hard-fought lossanddamagefund is integral to climate justice pakistan negotiators helped achieve it by uniting developing countries at cop months after heavy rains floods devastated their country s spoke with https t co nguta jnuh,5
843,the historic floods demonstrate just how much women and the poor have been systematically ignored writes https t co hniaczcgqp,1
330,the historic floods exposed just how much women and the poor have been systematically ignored writes https t co hniacztjsp,3
997,the indian express as cop winds up a look at the worst climate disasters of https t co dp oktdai via,0
496,the internal threats disasters floods locusts and polio faced by the country were dealt with very skillfully pakistan army under the leadership of general bajwa played an important role,1
326,the international rules-based order is fracturing divisions are deepening crises in energy food and agriculture are proliferating the severe floods in pakistan demonstrate the urgent need for action to combat climatechange https t co fdo qykccj climateaction,0
783,the limits of loss and damage a cautionary tale from pakistan https t co cja tt xpz,2
749,the map itself debunks allegation over a third of pakistan in several ways the coloured area is obviously much smaller the area as a number is much smaller of pakistan if floods impacted of population then river valleys are more sparsely populated than deserts,0
606,the odds of pakistan facing a currency crisis in the next months now exceed following floods that killed thousands of people and displaced millions more a bloomberg economics risk model showed,0
600,the pakistanfloods damaged key infrastructure in nushki balochistan today i visited the ongoing recovery work conducted by with the support of nuski district admin to repair and renovate schools and hospitals resilientpakistan https t co zonettvjf,42
448,the political turmoil in pakistan comes as it reels from the economic crisis and the effects of devastating floods https t co aefn cm bp,10
1348,the poorest in pakistan displaced by floods the poorest in island nations who are losing their countries the poorest who die of heat exhaustion or lose their homes in natural disasters,0
398,the projected gap of bn in current annual budget is likely to plunge pakistan deeper into debt crises to compensate the damage created by floods,3
1414,the recent floods in pakistan is a proof climate change impact is real and how it will come after us one after the other pakistan paid the price for the mess rich countries made but sooner or later all will pay,0
1053,the session first swiftly approved the text s provision to set up a loss and damage fund to help developing countries bear the immediate costs of climate-fuelled events such as storms and floods bbzleadingclimatejustice https t co kupvabllt,25
6,the situation is dire without women s participation and leadership we are failing to provide flood-affected women with services writes https t co hniaczc bh,2
454,the situation is dire without women s participation and leadership we are failing to provide flood-affected women with services writes https t co hniaczcgqp,27
140,the time has come for me to repay the favour and increase the blood pressure of afghans i haven t finished my innings i don t respect people who call pashtuns gul khan mock the floods in pakistan and insult punjabis,5
1005,the two thousand or so who died in the floods are no longer here https t co pgaq gjonv,1
1276,the un insisted a demand from the us war on drugs this be destroyed for a couple of years or they would stop giving aid to nearby countries until those massive mud floods in pakistan and india in,2
1048,the whole things a farce banging on about pakistan floods which happen every monsoon people live in a river delta what do people expect to happen,7
1398,the wonderful of shares his experiences of cop this year has been one of the worst because of the floods devastating rains i come here to raise the issue of reparations and put pressure on the decision-makers https t co f xwzpxqkc,8
649,there has always been floods in pakistan but it has been exasperated by removal of of trees which also feed on c to produce oxygen co is at its lowest for years,0
745,there have been floods since the beginning but how this much this vast an area this often or this quick nice try though and i m glad you learned about the history of flooding in pakistan now do the other counties i listed,0
803,there is no climate emergency there has been floods i pakistan in the past due to the monsoon,0
1007,there is no such thing as climate carnage mikey a weather event is not climate a natural disaster is not climate this is not a global crisis floods have happened before even in pakistan does the globe include china india,0
1392,they know a certain amount of money goes to countries that help america no questions asked embassies check word was pakistan gives cents of every dollar to people that america gives now on floods govt is keeping all the money not even giving cents to people,2
755,they seem to lack imagination empathy for others regarding how bad things can get regarding weather disasters which have been amplified by more heat moisture in the atmosphere examples are the extreme floods in germany the recent floods in pakistan now australia https t co qwzxiyakpg,1
1310,they ve never ever had floods in pakistan before climate change have they it s just these floods are different ain t that a thing,0
11,thieves will run away after eating the aid of flood victims floods aid turkey pakistan actualwarinpakistan ptilongmarch https t co davlmy hm,0
1462,this be izzatti only shareef can bring asking money fr the world for floods and london court telling the world how this crime mister stole previous flood funds shameful,2
1427,this evening s game at will raise money for families affected by the floods in pakistan https t co fqkari zpq,2
1428,this evening s game at will raise money for families affected by the floods in pakistan https t co ppyfnxinvc,0
1410,this evening s game at will raise money for families affected by the floods in pakistan https t co pygvhoaa w,0
457,this is alarming more than million children have had their education disrupted in a country that even before the floods had the world s second highest number of out-of-school children https t co vf ocmc kp by,3
1233,this is not the first time floods have destroyed pakistan it received donations from countries and institutions all over the world in the aftermath of the floods but it did not evolve https t co jvjuqnnzmf,0
805,this is seriously an excellent piece ms munshey i am a senior at georgetown university currently writing an article about the floods in pakistan i would love the opportunity to connect with you to learn more about your work my email is cdk edu,2
571,this is the level of prime time show of one of our most senior journalist pakistan politics is all about only either you with him or against him nothing else matters anymore economy in tatters floods mir sb discussing medal amazing sense of responsibility,0
793,this past july million people were impacted by catastrophic floods in pakistan which partook in relief efforts two hpd leaders asst chief cmdr rodriguez traveled to pakistan for a first-hand humanitarian mission with https t co yidirckq n,36
99,this project will provide food for month to flood-affected displacedfamilies financial assistance in building their heavyrains have triggered floods wreaked havoc across much of pakistan leaving dead displaced people homeless https t co pml fdthwl,0
1199,this summer devastating floods in pakistan left communities without key resources and vulnerable read more about it in this piece by here https t co ajmmlbrhqj,0
462,this world cup could have been used to promote bring to the fore critical issues affecting the world the russian ukraine war every other armed conflict in the world the floods in pakistan nigeria and other impacts of climate change globally extreme poverty,30
1126,this worldchildrensday rangers charity foundation donates to to help provide rapid assistance to children and their families affected by the devastating flooding in pakistan full story https t co puqnjtmci image credits sami malik moin https t co fmzmiykefk,9
673,this year s floods are comparable to those of the worst on record when more than people died and nearly a fifth of the country was under water https t co litywmk wu via,0
67,those large death totals from s to s were earthquakes extreme events european heat wave linked to deaths then the floods in pakistan heatwaves in india and china killed thousands more etc etc,11
827,thousands of families are scattered under the heavy waters floods and rest of the worlds cares less,0
154,to address challenges transgender community is facing in floods in pakistan pjn signed mou with hon chairperson rabiya javeri agha for joint action on national program inclusion of transgender community in flood response supported by https t co qhqdp gvcc,11
756,today in balochistan to support the pakistanfloods early recovery work with and our partner together for a resilientpakistan https t co btedgppxcp,38
1171,today on worldchildrensday and every day stands with the children of south asia at pm pakistan time today ayesha from pakistan is taking over my account and raising her voice for children whose lives have been upended by catastrophic floods stay tuned,333
790,tragedies are happing all over the world and we clearly know why are you focusing on only ukraine what about pakistan floods sri lanka crisis big thing is canada is going though shit and you are more worried about ukraine than your own country reminder you re pm,204
1221,tunafish well i think that is a tricky one to start with who pays does china although we import its goods and what about those countries that have ruined their ecosystem like pakistan etc where deforestation causes floods too how do you separate the relative effects,2
53,turn and fly to pakistan for my first mission on the same day why not happy to be here to support the hdpnexus and promote development solutions following the floods proudsurge,6
978,u should watch the united nations conference all pakistani delegates were talking about was kashmir and india and mind u at that time pakistan was having huge floods and get they weren t talking about environmental protection but kashmir and india,0
101,umm hello american institutions are still banning rolling pakistan like the imf and world bank and the us gave tons of aid relief when the floods happened,0
1080,un created g group in this group those countries members who are badly affected by floods and various natural disasters pakistan is also member of this group very soon un will release fund for the restoration of climate change,1
610,un sdg where prevailing can mitigate the climate change effects and protect societies adequately long droughts and heavy floods like in pakistan uganda were predicted and could be mitigated provided the sdg is adapted by policymakers through parliaments https t co becdpxzfj,1
124,under the presidency of mna ali musa gilani ypf coordinator mr shamoon hashmi first session parliamentary cooperation on climate change adaptation in the wake of recent floods in pakistan was facilitated by sara hayat https t co dgrxgcnl,4
1465,undpinpakistan are partnering to support the flood-affected communities in sindh the partnership will create income opportunities for households affected by floods support the construction of community infrastructure resilientpakistan https t co xipviijzhg,76
543,unfccc cop loss and damage into focus pakistan floods makes headlines fiji antigua barbados separate fund transparency an issue india and china big emitters us eu historical responsibility polluter countries fund enigmatic,0
612,unicef has mobilized its most valuable core resources to respond to pakistanfloods and provide children with humanitarian assistance we are grateful to others for providing critical funding to these core resources for results https t co aut f uzd,58
643,valuable report from the on the slow post-flood recovery in pakistan s neglected baluchistan province and a reminder that the news is where the journalists are but not always vice versa https t co cdcrcfhtbh,3
780,very confusing isn t it kelvin doesn t southgate realise he s responsible for gay rights world inequality third world debt floods in pakistan war in ukraine melting polar ice caps u k inflation and the world energy crisis,0
403,very us centric and not a pixel relating to the climate change emergency nothing even on the floods in pakistan poor show in my opinion perhaps next year they could do better with the correct persausion,0
1074,via we couldn t fail them how pakistan s floods spurred fight for climate justice https t co yo gqzbz l,0
47,wanted to spotlight a folk artist who got million hits on his song kana yari then lost his home in the floods and shehzad roy who has done so much for pakistan with his zindagi trust why is wahab bugti s baloch accent instrument considered unofficial its the true pakistan,2
308,was the need to focus on neglected crops really discussed at cop you can read some of the effects of growing the same old crops here https t co o rlpjdrx,3
210,we are setting up this fund to respond to climate impacts not only in the present but also in the future s tells there are many unknowns about the lossanddamagefund but it will help when millions are on the move https t co bfcfrin ou,1
167,we are setting up this fund to respond to climate impacts not only in the present but also in the future s tells there are many unknowns about the lossanddamagefund but it will help when millions are on the move https t co bfcfrj en,1
795,we couldn t fail them how pakistan s floods spurred fight at cop for loss and damage fund https t co pne fwb via,0
1040,we couldn t fail them how pakistan s floods spurred fight at cop for loss and damage fund pakistan pushed for damage funds with other frontline countries dos to https t co e acuex ht,12
1365,we had many warnings about climate change kop suppress ignore serious effects self interest prevails pakistan has lost rd of their land floods and fires rage all around the world in gb unnaturally long hot summers and flooding yet in cop self-interest prevails,1
623,we must do this any fule no that there were never floods in pakistan until al gore invented global warming,1
1254,we need to leave providing hope to hose most impacted by climate change those experiencing floods in pakistan and drought across the horn of africa says,0
1211,we ought to work together to help the victims of the devastating floods in pakistan this is going to go on for a while and we d need to be steadfast united as our team embarks to help the victims i urge for your generous help donate https t co wifs oojxk,1
515,we re proud to be supporting s work in pakistan in the aftermath of the recent severe floods helping children like benazir find out more https t co espdb wjxx https t co r liezhidp,4
42,weak demand for pak exports in its major trade destinations mainly europe and us large trade budget deficit devastating floods which increased the need for further imports and a lot other factors as reasons for high rates in pakistan,0
539,webinar from building resilient rivers and deltas november cet est https t co azbnber dy globalwater cc,1
1256,well hardly seen anyone eat insects in pakistan but african nations have some dishes of them and we are going through crisis and will get out of it and as for floods we stood as a nation and helped eachother didn t use floods to scam others like indians do,0
1263,what about floods victims of pakistan you just want to beg with help of palestine by taking their name in the end you are still a begging from the islamic world have some guts like you are being ruled by americans just like britishers ruled in us,0
354,what climate breakdown the one that hedge funds and leftie media love to lie about https t co sab ogibvk,1
836,what does pakistan s mister for climate change think about global climateaction following her country s devastating floods dw correspondent atif baloch found out when he spoke to her at cop in egypt https t co bqd zhptxa,315
962,what goes on in pakisatn won t stay in pakistan pakistan s floods loss and damage fund discussion at in https t co cds ipmiti,0
942,what happened in pakistan floods was devastating but disaster aid as envisaged should be audited by third party to ensure beneficiaries are genuine,0
1486,what is wrong with you why it matters to you or your party how many people showed up go do something constructive like helping the people effected with floods in pakistan,0
337,what went on in pakistan will not stay in pakistan cop a big win for poorer nations as they are the victims of floods droughts heat waves famines and storms despite having contributed little to the pollution that heats up the globe https t co cxbq tuewv,33
1240,when dar came the dollar was controlled with unfair means imports opened then came the floods the deluge costs us badly on domestic and external side now dollar is going down in the world but its going up in pakistan due to low fx reserves of,1
440,when pakistan was created as an independent nation its population was million and its landscape was forestry its population is now million and its reduced its forestry by two thirds to just and they wonder why it floods gross mismanagement of their country,0
1378,where do millions in pakistan displaced by floods turn to now how can farmers in kenya facing drought feed their families cop must address the climate impacts people can t adapt to loss has a name damage has an address from my op-ed https t co d gu ganqx https t co wv ua xw,20
1293,while the floods in recent weeks have touched much of pakistan the southern sindh province where karachi is the capital has been the most affected https t co bqfoibxcfp via,0
1186,who made that claim https t co grvbfo nr,0
1009,why are you still repeating the false claim that pakistan floods covered a third of the country unosat data shows km of km was affected by floods between aug pakistan is km in total https t co widbot mqt https t co h ebtupdfg,1
638,why can houses not get home insurance after the floods in northern nsw australia where are the insects that used to muck up your car windscreen as a kid why was a third of pakistan flooded under water did u not see the black summer bushfires in eastern australia its real https t co fy uoo,0
1380,why do you think it s big oil that s causing the damage after all if ghg s were solely to blame the pakistan floods which have been a regularly devastation occurrence throughout history is it not the world s people who burn oil gas biomass that create the emissions who,1
902,why is it that people are so ignorant of the past we treat each new weather yes weather disaster as if it s never happened before but inevitably it has pakistan has always had floods and the most recent was around of the land area nowhere near the claimed,0
950,why lie if the data shows a problem that we actually do change the weather why lie oh no it s a downward trend when it comes to floods in pakistan is this also the fault of co from my old saab diesel climatefraud https t co nixmuotsz,1
906,why not have a look back at footage or reports of the previous floods they have had which were a lot worse pakistan floods on a regular basis,0
60,why not pakistan sue us and all european countries in international courts for floods pakistan should default on foreign loans tell them to adjust billion for anti-terrorism and billion for floods caused by global warming,0
235,wildfires floods famine drought heat globally in incl m people in floods over pakistan m people in famine in horn of africa after year drought dustbowl was a human induced disaster but not an almost unstoppable global disaster https t co uporkv lkc,0
920,without the leadership of pakistan we wouldn t have the outcome we couldn t fail them how pakistan s floods spurred fight at cop for loss and damage fund https t co zyl qebuzv,0
