,tweets,likes,time,source
1871,"In 1950 Pakistan had 38 million people

About 3,000 died in the big floods then

1 in every 12,000

Today it has 230 million and 1,700 died in the floods

1 in 130,000

Everywhere, we are getting better at surviving bad weather and 'climate events'

So what's the problem? https://t.co/pwMiIzD9HQ",62,2022-11-23 05:35:54+00:00,Twitter Web App
1873,"Insurgency, neglect hurt flood relief in Pakistani province

#Balochistan  #catastrophic #floods #Floodrelief #GANDAKHA #Pakistan

https://t.co/4H5ZOXLKPP https://t.co/VynB34vQFx",1,2022-11-23 05:29:53+00:00,Twitter Web App
1894,"The disagreement over the impact of the floods on the fiscal framework remains a key hurdle in the next visit by the IMF Mission to Pakistan for negotiations for the release of a $1.2 billion loan tranche.
https://t.co/nyDsP47l73",1,2022-11-23 04:26:15+00:00,Twitter Web App
1896,"While large areas of Pakistan remain underwater due to this summer’s monster floods, high temperatures and a lack of rainfall have brought an underwater mosque back to the surface in neighbouring India. #ClimateChange #COP27 

https://t.co/Zwu05aR1pf",13,2022-11-23 04:09:57+00:00,Twitter for iPhone
1897,Webinar from @TheWaterChannel: 'Building Resilient Rivers and Deltas' - 25 November 10:00 - 11:00 CET (04:00 - 05:00 EST) https://t.co/AZbNBER3dy #globalwater cc: @USWaterBlog @americanrivers @deltares @USACEHQ @usbr @RivershedBC @ColumbiaFuture @bcriverswriting @EPA @USGS,1,2022-11-23 04:08:24+00:00,Twitter Web App
1901,"Anita is 9 years old and has already seen the worst floods on record in #Pakistan.  

She and 16 million other children in the country are standing on the frontlines of the #ClimateCrisis, looking to the world for #ClimateAction.

v/@unicefrosa @unicef_pakistan #COP27 https://t.co/GgUPTKW290",39,2022-11-23 04:00:03+00:00,Twittimer
1902,The Greek Minister offered sympathies on the recent devastating floods in Pakistan &amp; offered continued support for relief &amp; rehabilitation efforts. @SajidTuriPPP thanked Greek Government &amp; its people for their support in flood relief &amp; rehabilitation efforts in Pakistan. 🇵🇰 🇬🇷 https://t.co/v8sz3bPoZx,11,2022-11-23 03:57:51+00:00,Twitter for iPhone
1903,"Nomura Rings Alarm Bells on High Risk of Currency Crisis for Pakistan incl 6 other countries.From political instability &amp; Balance of payment crisis, Pak-IMF standoff, Floods effects &amp; Energy crisis to Hyperinflation,country plunged into serious trouble!",10,2022-11-23 03:57:19+00:00,Twitter for Android
1904,#UNFCCC #COP27 Loss and Damage into focus - #Pakistan floods makes headlines #Fiji #Antigua #Barbados - separate fund - transparency an issue @amitabhnews18 - #India and #China big emitters. #US #EU historical responsibility- #polluter countries @ExpressPodcasts Fund enigmatic,0,2022-11-23 03:54:17+00:00,Twitter for iPhone
1907,"@M_SaifKhan_55 @jaydsigner @TrulyMonica sexual intercourse is not meant for producing kids only, sometimes it is about love or fun for some, you are from Pakistan and you talk like there is a good health services,  no poverty , polio , floods , corruption, child abuse, child pornography and prostitution .",0,2022-11-23 03:10:25+00:00,Twitter Web App
1908,"When catastrophic floods submerged vast swaths of Pakistan this summer, about 75 percent of Balochistan’s population was affected, the largest proportion of any province. Yet recovery here has been slower than other areas of the country.
https://t.co/371hAOT0He https://t.co/hIqaZrnnuR",6,2022-11-23 03:06:01+00:00,Buffer
1909,What Makes the Rain Crazy? Pakistan Floods Might Explain it. - explaiNing https://t.co/QzSWKGhP96,3,2022-11-23 02:48:28+00:00,Twitter Web App
1921,@LangmanVince @always_chatty I look at the global warming with all the Chen trails. They literally took out 1/3 of Pakistan with the floods!,3,2022-11-23 01:51:51+00:00,Twitter for iPhone
1925,"@mahobili RUDA is a Punjab Government initiated project backed by the Federal Government. 

Imran Khan promotional videos attracted millions all across as people do follow him. One such example is the floods telethon.

Can't be compared with housing colonies spread all across Pakistan.",12,2022-11-23 01:37:26+00:00,Twitter for Android
1929,"Amid devastating floods, Pakistan and China partner to build climate resilience #Pakistan https://t.co/9vX0utgbBm",0,2022-11-23 00:50:02+00:00,Pakistani News
1931,"✨Post-#floods recovery plan finalized for presenting in donors conference

🌊 The Resilient #Recovery &amp; Reconstruction Framework, will be presented in an upcoming donors conference.

👉 Including 17 sectors
🇵🇰 #Pakistan urged world's support at #COP27...
https://t.co/OGl2GJeSsR",0,2022-11-23 00:41:45+00:00,Twitter Web App
1932,@PaulEmbery Go live in Pakistan for a while and experience the floods.  Then tell me it’s not incredibly important.,2,2022-11-23 00:41:21+00:00,Twitter for iPhone
1933,The Pakistan Army accelerated its relief efforts for flood victims during floods https://t.co/IPTnuvMwOx,0,2022-11-23 00:39:43+00:00,Twitter for Android
1934,The Pakistan Army accelerated its relief efforts for flood victims during floods https://t.co/Vx8lLjVSMz,0,2022-11-23 00:38:19+00:00,Twitter for Android
1940,@GeraldKutney BLATANT WARMUNIST LIES ….”Pakistan Floods Likely Made Worse By Warming–BBC” DESPITE A ZERO HISTORICAL TREND IN RAINFALL..7-year moving average barely changed since the 1980's https://t.co/2TaoSLwXh6 #cop27 #cop27egypt #climatechange #ClimateEmergency #climatebrawl,0,2022-11-23 00:11:15+00:00,Twitter Web App
1941,@losingallchill @guqqie how r the floods in pakistan,0,2022-11-22 23:59:02+00:00,Twitter Web App
1945,@TansuYegen Compare this (luxury ship) cost with the help Pakistan people victim from the recent floods could have to resolve their problems. It is the Pacific Ocean comparing to a molecule of water (H2O). Please be mindful,0,2022-11-22 23:43:02+00:00,Twitter for iPhone
1952,"@LloydsBank international transfers fees rightly refunded for payments sent to Ukraine but not for sending money to the millions displaced, homeless &amp; starving from the devastating floods in Pakistan. Do better lloyds.",0,2022-11-22 22:48:45+00:00,Twitter for iPhone
1956,"In #Pakistan, our emergency response is underway as we focus on recovery efforts for communities affected by the recent floods.

Islamic Relief is providing building materials and cash grants to assist in the construction of shelters.

Donate Now: https://t.co/tvhiEWUbwn https://t.co/dqqtoUh9kQ",16,2022-11-22 22:05:32+00:00,Hootsuite Inc.
1957,"‘’Rain and floods have been catastrophic for millions of people. We urgently need global support and solidarity for Pakistan in these dire times.’’

- Filippo Grandi, UN High Commissioner for Refugees

🔗 https://t.co/mkuU1XVUR6 https://t.co/noeUiJvMq5",6,2022-11-22 22:00:01+00:00,TweetDeck
1958,"Record floods in Pakistan earlier this year left a third of the country submerged. A new weather-detecting lidar station built in Peshawar with China's Lanzhou University aims to improve regional climate mitigation as part of the Belt and Road Initiative
https://t.co/dZs71QQSuB",2,2022-11-22 21:53:26+00:00,TweetDeck
1966,"@snowycats I keep telling laissez-faire relatives: it’s not gonna be 42 degree stinkers. It’s gonna be 55-60 degrees. It’s not gonna be floods where half the town lose their homes. It’s gonna be a third of the state submerged, like Pakistan. And it’ll probably happen within your lifetime.",0,2022-11-22 21:27:56+00:00,Twitter for iPhone
1973,"220+ million people, startups, climate, sports, floods, so much to do, so much to talk about, add to the mainstream discourse and here we are discussing a 22nd grade appointment, hum India se lareinge lol, when will we get tha Mahindras, Tatas, IITs in Pakistan?",0,2022-11-22 21:13:41+00:00,Twitter for iPhone
1975,"The authority said relief and rescue operations continued on Sunday with troops and volunteers using helicopters and boats to get people stranded out of flooded areas to relief camps where they were being provided shelter, food and health care. ... https://t.co/Ul68pPv7Py",0,2022-11-22 21:01:37+00:00,ContentStudio.io
1976,"From #COP27: A breakthrough funding deal to help poor countries ravaged by climate change was welcomed Sunday by Pakistan, a nation devastated this year by record-breaking monsoon rains. https://t.co/s3k72aOjjq",2,2022-11-22 21:00:19+00:00,SocialFlow
1977,"The devastating floods in #Pakistan left one-third of the country underwater.

Islamic Relief teams are on the ground; we are able to distribute essential aid, thanks to your support.

Here are some accounts from those who were affected by the floods. https://t.co/73E7FUi68e",11,2022-11-22 20:56:00+00:00,Sprout Social
1983,"Severe floods in #Pakistan 🇵🇰 have impacted over 800,000 hectares of land and led to over 32 million people displaced. 🆘 

A new @CIMMYT report highlights implications for #wheat planting and the urgent need to #InvestInImpact in #agrifood.

Read more 👉 https://t.co/0aMAZAXXHo",11,2022-11-22 20:00:04+00:00,Sprout Social
1988,🔊 @G7 @EUCouncil @g20org: The devastating floods in Pakistan show why climate finance is needed NOW. The promised $100 billion is two years behind schedule. People are suffering – when will you be stepping up? https://t.co/W4SjYn9Fvv,0,2022-11-22 19:50:01+00:00,Global Citizen Mobile App
1991,🔊 @G7 @EUCouncil @g20org: The devastating floods in Pakistan show why climate finance is needed NOW. The promised $100 billion is two years behind schedule. People are suffering – when will you be stepping up? https://t.co/EEafpVSPcr,0,2022-11-22 19:42:04+00:00,Global Citizen Mobile App
1993,"Check out my run on @Strava
#Aid #Refugees #Asylum @DECAppeal 
#Famine #Malnutrition #Afghanistan #Crisis #Humanity #Ukraine #Floods #Pakistan https://t.co/mqSi1boe9D",1,2022-11-22 19:31:10+00:00,Twitter for iPhone
2003,"@HamidMirPAK @ImranKhanPTI This is the level of prime time show of one of our most senior journalist
Pakistan politics is all about @ImranKhanPTI  only
Either you with him or against him,nothing else matters anymore

Economy in tatters, floods, Mir sb discussing 3000 medal, Amazing sense of responsibility",0,2022-11-22 18:45:40+00:00,Twitter Web App
2005,"@UnderTheRose10 Climate denial bringing down economy.

Nov 20 EWE:  Pakistan - Rice exporters fear big drop in shipments after floods. https://t.co/v95cd1IG4X",0,2022-11-22 18:32:19+00:00,Twitter Web App
2006,"#RebuildPakistan 

The after-effects of the deadly floods that occurred this past June, have left victims homeless, hungry and in dire need of assistance. 

YOU can help us #RebuildPakistan, one home at a time. A hopeful future awaits. ⬇️ 

https://t.co/ZMR7GBBD80 PA0722SM3 https://t.co/0TLCpc1z1p",3,2022-11-22 18:23:38+00:00,Hootsuite Inc.
2007,@girzz0037 @PeterDClack At Independence Pakistan c. 45% forested. Now c.15 %. Forests systematically plundered flood plains built upon &amp; no mitigation works to deforested land. Monsoons normal - effects exacerbated. In Europe Green dogma dumps age old river management to prevent flooding. Result floods,0,2022-11-22 18:15:15+00:00,Twitter Web App
2010,".@DanielJHannan: “Pakistan claims that its floods are a product of climate change. But might it look closer to home? Although Europe and North America have seen significant reforestation over the past half-century, Pakistan has gone in the other direction.”https://t.co/lEgktcylX7",2,2022-11-22 18:09:30+00:00,Twitter for iPhone
2013,"“Make no mistake: these floods are man-made. So whom do we hold accountable? Whose collar do we grab to say, our people are dying because of you?”
—@pind_wave
https://t.co/5aUyVP0G1V",4,2022-11-22 18:01:05+00:00,Twitter Web App
2014,"@ImperialCCFI Exec Director @wilkinsmike spoke to @LBC's @AndrewCastle63 about the UK's responsibility to compensate countries such as #Pakistan, who experienced devastating floods earlier this year

 #COP27 #LossAndDamage #ClimateFinance #Compensation https://t.co/B9XqnHzGpq",1,2022-11-22 18:00:01+00:00,Twitter Web App
2020,"✨ #Pakistan’s #export of food items shows 6% growth in Q1

🌾 The export of #food items from 🇵🇰 rose 6% YoY &amp; declined 27% QoQ to $1.078 billion during Q1FY23.
➛ floods devastated #crops

🥦 Major export items:
➛ fish, vegetables, tobacco, meat...

🔗https://t.co/Ubac1mrB1N https://t.co/gnuMcc1isM",1,2022-11-22 17:51:07+00:00,Twitter Web App
2030,"UMR has teamed up with UNICEF USA to help provide families in Pakistan with winter care kits, hygiene kits, and more as they battle the destruction of the summer floods, 
This winter, give warmth to a family in Pakistan: https://t.co/q0NOFca681
#sharewarmth #umrelief #unicef https://t.co/m0D2zPP94b",1,2022-11-22 17:29:41+00:00,Twitter Web App
2044,"Until how long are we going to show how nice we are to these namakharam? Every week they kill our soldiers on the border and we are sending these killers some aid???? Pakistan also suffered floods, we could’ve used those aid for our OWN PEOPLE https://t.co/f6r88rhLR4",0,2022-11-22 17:00:36+00:00,Twitter for iPhone
2049,"@ndmapk @UNICEF_Pakistan @maqsoodullah 
Needs proper Drainage system.This area has been badly devastated four times by Floods destroyed
https://t.co/JLqdGw9ptv
https://t.co/KYnYhtFcRC…
https://t.co/sKHZD7gPMR…
@CM_Sindh @jamkhanshoro? Please help @WHO @UNICEF @WFP @ZaraHatKay_Dawn @BBhuttoZardari",1,2022-11-22 16:46:54+00:00,Twitter for Android
2051,"#8B12 Aerosols trigger extreme rain.
Studies show that aerosols (burn coal)  strongly affect the likelihood of extreme precipitation events, such as those that contributed to Pakistan’s floods, and many other climate hazards.
https://t.co/9sF9ABPJv6
https://t.co/TOYQR0oE8V",1,2022-11-22 16:42:59+00:00,Twitter Web App
2053,"Chairman #NDMA lauds relief efforts by @UNICEF  during recent floods in #Pakistan
@ndmapk 
https://t.co/oJKpan5eRI https://t.co/MZPORrvSFC",6,2022-11-22 16:38:41+00:00,Twitter Web App
2054,"6-year-old Benazir lives in Sindh Province, Pakistan -  one of the worst hit areas by the recent floods. This month, she went to school for the first time since UNICEF established a temporary learning centre in her area.

For every child, Education.

UNICEF / 2022 / BASHIR https://t.co/Mk2n4Lnw6Y",13,2022-11-22 16:25:16+00:00,Hootsuite Inc.
2057,"Calling for Climate Justice is the first step in ensuring countries are held accountable for the climate impact they are causing.

https://t.co/jYCmxCnFTy",1,2022-11-22 16:19:00+00:00,Twitter Web App
2059,Pakistan pleads for aid for restoration after killer floods https://t.co/WAPmzPXb0U,0,2022-11-22 16:16:48+00:00,WordPress.com
2071,"The aftermath of the floods in #Pakistan submerged thousands of schools, hindering the education of many children.

They need your help to recover. So please be generous and donate today - https://t.co/GpGa7MFZ2V https://t.co/xXlkAZHcYb",7,2022-11-22 16:02:27+00:00,Hootsuite Inc.
2073,"Insurgency, neglect hurt flood relief in Pakistani province (from @AP) https://t.co/DnWZEgr2RS",0,2022-11-22 16:00:11+00:00,Twitter for iPhone
2082,"@WFPPakistan @ShaziaAttaMarri @Chris_Kaye001 @RathiPala @WFP @WFPAsiaPacific @MOPASSPK @WFP_Media @bisp_pakistan @maqsoodullah 
Needs proper Drainage system.This area has been badly devastated four times by Floods destroyed
https://t.co/JLqdGvROBX
https://t.co/KYnYhtWOgc…
https://t.co/sKHZD7yrbr…
@CMSindh @JamKhanShoroPPP @WHO @UNICEF @WFPPakistan @ZaraHatKay_Dawn @BBhuttoZardari
@ndmapk",1,2022-11-22 15:30:56+00:00,Twitter for Android
2084,"All over the world, people are facing excruciating decisions every day.

Where do the millions in Pakistan turn now that they’ve been displaced by floods? What do small farmers in Kenya do when drought makes it impossible to feed their families? [4/5]",2,2022-11-22 15:26:29+00:00,Twitter Web App
2085,"The climate crisis has reached new levels of devastation this year for millions of people in vulnerable countries.

Floods in Pakistan, drought in the Horn of Africa and hurricanes in the Dominican Republic—all intensified by climate change—have ruined people’s livelihoods [2/5]",2,2022-11-22 15:26:29+00:00,Twitter Web App
2087,"mission was 'spurred' on by the floods or was carried on the backs of flood victims. Thus far, #Pakistan leadership hasn't shown much seriousness w regards to #climateaction #climatejustice. We hope against hope #COP27 marked the turn in attitude of domestic leadership. (2/2)",0,2022-11-22 15:21:57+00:00,Twitter Web App
2096,Chairman NDMA lauds relief efforts by UNICEF during recent floods in Pakistan #Pakistan https://t.co/efs93FYJPV,1,2022-11-22 15:08:01+00:00,Pakistani News
2103,Human Appeal to build new homes following Pakistan floods https://t.co/7aEFUPk1Hu,0,2022-11-22 15:00:39+00:00,dlvr.it
2105,"The devastating floods in #Pakistan have impacted the lives of millions of people. Many face cold winters and risk of disease. Livelihoods and homes can take months to restore. #BritishAsianTrust Ambassador @TheMahiraKhan calls for more support. 
Donate: https://t.co/JNKp7g9bjS https://t.co/50lmzByMn9",25,2022-11-22 15:00:02+00:00,Hootsuite Inc.
2108,@7minus1equalto0 @BhuttoZulfikar @MooratMarch hav u seen his work during floods in pakistan ?? yes he is different from the rest of his family he’s sympathetic towards people that’s all that counts,0,2022-11-22 14:56:51+00:00,Twitter for iPhone
2111,"In continuation of humanitarian relief assistance for flood-affected people of Pakistan, @PRC_official distributed food items among affectees of flash floods in Sibi Balochistan.

PRCS in collaboration with movement partners is making tireless efforts to help the flood affectees. https://t.co/fpjHnDCuiV",8,2022-11-22 14:47:55+00:00,Twitter Web App
2114,"Pakistan Navy in collaboration with Sahil Welfare Association has made &amp; handed over houses to the people who lost their homes due to recent floods in Sindh &amp; Baluchistan .
P1/2 https://t.co/zsHcez3305",5,2022-11-22 14:43:47+00:00,Twitter for Android
2125,"@GeoMcLynne @RobGeog @geogologue @Dav1dM0rgan @GIS4Schools I've just put together a nice wee task for 6th form pupils using Remote Sensed data from @sentinel_hub &amp; other GIS resources to explore the nature and impacts of the 2022 floods in Pakistan, if that's any use to you.

https://t.co/y0l07cUCY7",7,2022-11-22 14:22:36+00:00,Twitter Web App
2128,"@Lindstar24 @BreiddenLil Are these floods the result of deforestation in Pakistan? In 1947 a third of the country was forest. Today, it is only 5% .",0,2022-11-22 14:00:32+00:00,Twitter for Android
2132,"The new issue of #HelvetasHighlights is out, w/ insights on👇
🌡️ main takeaways from #COP27
🌀 how climate migrants in #Bangladesh make informed decisions
🌊 rethinking development priorities of #Pakistan after the floods
Subscribe NOW⏰ to get the issue👉https://t.co/jZYAHoIuii",4,2022-11-22 13:56:24+00:00,Twitter Web App
2134,"Sahara Disturbance turned to the East.  Big disturbance over Italy.
Much like Pakistan after the flood, there has been little rain over the Sahel since their floods. About 10% live in low lying areas prone to flooding when the climate changes to become wetter than in the past. https://t.co/ICrz2wh4lc",0,2022-11-22 13:53:19+00:00,Twitter Web App
2136,"Thank you to the Scottish Muslim Police Association for organising a collection of books to support the victims of floods in Pakistan.
Money raised from the sale of the books will be used to provide emergency food and medical aid.
Read more here https://t.co/bDgfOONYgY https://t.co/aHoSvmEtHd",0,2022-11-22 13:36:57+00:00,Twitter Web App
2141,"@MoeedNj @almazmahmood The odds of Pakistan facing a currency crisis in the next 12 months now exceed 50% following floods that killed thousands of people and displaced millions more, a Bloomberg Economics risk model showed.",0,2022-11-22 13:13:47+00:00,Twitter Web App
2150,"Pakistan's food crisis deepens with arable land still under water https://t.co/jAfGnBgtHN #CovidImpact #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #HarGharTiranga #Telangana #NewsPaper #YSJagan 

New Delhi, Nov 22: The impact of the devastating floods continues to p…",0,2022-11-22 12:53:56+00:00,IFTTT
2163,"Disaster Aid UK &amp; Ireland are still working in conjunction with our overseas partners - @DisasterAid_USA - to provide Aid to those suffering as a result of the floods in Pakistan.

To donate &amp; find out more please follow this link - https://t.co/vQd2p65l0H https://t.co/NWj6CxjMIc",2,2022-11-22 12:30:08+00:00,Buffer
2185,"@MikeHudema UN SDG 16, where prevailing, can mitigate the Climate Change effects and protect societies adequately. Long droughts and heavy floods, like in Pakistan/Uganda, were predicted and could be mitigated, provided the SDG is adapted by policymakers, through parliaments. https://t.co/4bECDpxZFj",1,2022-11-22 12:03:53+00:00,Twitter Web App
2194,"Imagine a country that is gripped by #terrorism and a failing economy, coupled with the devastation caused by the floods, but is still obsessed with puritanical tendencies. 

#Pakistan is hopeless beyond redemption!

@UzairYounus
https://t.co/BSPkQjTdwU",0,2022-11-22 11:50:27+00:00,Twitter for Android
2198,"🇵🇰 In #Pakistan, we've deployed 11 mobile medical teams, which have helped thousands of people with medical assistance. 

Pakistan is still in need of our help. Join us in our work.

https://t.co/GjJAMzFuw0 https://t.co/B5K5q307Wh",0,2022-11-22 11:40:05+00:00,Sprout Social
2199,"Prophet Muhammad (saw) said, ""When a person dies, his deeds come to an end except for three: Sadaqah Jariyah (a continuous charity), or knowledge from which benefit is gained, or a righteous child who prays for him.""

➡️ Donate a house today: https://t.co/prhwLnJAE1 https://t.co/FrpdR4VxLo",6,2022-11-22 11:40:00+00:00,Twitter Web App
2201,"The Overseas Aid &amp; Development Commission has recently agreed a Community Partnership with Rotary Guernesiais following the club’s previous £10,000 donation to ShelterBox to help alleviate the effects of the severe monsoon floods in Pakistan.

Read more at https://t.co/lmbM5vEYh9 https://t.co/ROVcSkjzlf",2,2022-11-22 11:32:51+00:00,Twitter Web App
2203,"Under #COAS General Bajwa's leadership, the Pakistan Army tackled all challenges and responded in a well manner. They helped the people during floods and they always put their lives on the line to protect the country.
#باجوہ_ہمارا_فخر #BajwaDoctrine https://t.co/U7cmYjjeLD",0,2022-11-22 11:28:14+00:00,Twitter Web App
2208,"Insurgency, neglect hurt flood relief in Pakistani province (from @AP) https://t.co/a9cqc8Aq5k",0,2022-11-22 11:23:02+00:00,Twitter for iPhone
2209,"Insurgency, neglect hurt flood relief in Pakistani province  https://t.co/Z1CxD2H73T",0,2022-11-22 11:19:39+00:00,Twitter for iPhone
2224,Recent climate change-induced disasters like this year’s heatwave &amp; devastating floods are a stark reminder that investing in climate resilience is imperative for #Pakistan. Read the new Pakistan #ClimateAndDevelopment Report: https://t.co/NCgqOW5MKu #PakistanCCDR https://t.co/tbPZlVUCp5,49,2022-11-22 11:00:43+00:00,Hootsuite Inc.
2225,"@PlisskenSneak @MatthewWielicki No, but peer reviews are, and when you are such an outlier such as this you have to stop and think am I wrong?
The answer is yes.
Cherry picking data.
No deaths through floods? Really: ask Pakistan about that.",1,2022-11-22 10:57:16+00:00,Twitter for iPhone
2228,"June's devastating floods in Pakistan could have been made worse by changes in aerosol concentrations, with aerosols known to have a big impact on monsoon rains. Despite this, the impact of aerosols on the floods - that killed 1,600 people - were not considered.",0,2022-11-22 10:55:01+00:00,Twitter Web App
2230,"The biggest problem in #Pakistan is not 
Poverty
Joblessness 
Inflation 
Law &amp; Order
Floods
Economy

It is the Appointment of a New Army Chief
Because 
Civilian Govts are helpless puppets &amp; Army is not appointing the most senior eligible General👇🏽 https://t.co/HM3Sy4AfeX",1,2022-11-22 10:51:18+00:00,Twitter for iPhone
2234,@PeterDClack We must do this. Any fule no that there were never floods in Pakistan until Al Gore invented global warming.,1,2022-11-22 10:46:29+00:00,Twitter for iPad
2242,"Under #COAS General Bajwa's leadership, the Pakistan Army tackled all challenges and responded in a well manner. They helped the people during floods and they always put their lives on the line to protect the country.
#باجوہ_ہمارا_فخر #BajwaDoctrine
https://t.co/rNgSZGH1f6",1,2022-11-22 10:41:34+00:00,Twitter for Android
2245,"Three months after devastating floods damaged the railway infrastructure in #Balochistan Pakistan Rail­ways on Sunday restored train operations linking the province with Sindh, Punjab and Khyber Pakhtunkhwa
#PakRailway #Balochistan https://t.co/CeeoEXKErL",2,2022-11-22 10:35:56+00:00,Twitter Web App
2248,"Under #COAS General Bajwa's leadership, the Pakistan Army tackled all challenges and responded in a well manner. They helped the people during floods and they always put their lives on the line to protect the country.
#باجوہ_ہمارا_فخر #BajwaDoctrine
https://t.co/XgKlxQrK7r",1,2022-11-22 10:33:19+00:00,Twitter Web App
2250,"@EcoharvestKe @gatwiri_c Also what will we do next year when the world has no food since east Africa, Europe, North America have all experienced a drought period affecting yields and logistics, add floods in Pakistan, war in Ukraine and sanction on Russia etc.
Is gok stocking maize from North Rift?",0,2022-11-22 10:31:56+00:00,Twitter for Android
2274,"Thank you to @VirginAtlantic Football Club for standing #WithRefugees by raising over £5,000 to support people impacted by the floods in Pakistan.

With @VirginAtlantic's continued support UNHCR is able to provide life-saving assistance to forcibly displaced people globally. https://t.co/NkHfcYJNog",4,2022-11-22 09:57:19+00:00,Twitter Web App
2275,"Pakistan should and must take the baton and lead the dialogue and action among Asian countries to be much more serious about climate change and help them realise the devastating cost of ignoring it.

https://t.co/3TOUK3v7bv",0,2022-11-22 09:56:52+00:00,Twitter Web App
2277,"As the real aftermath of floods is emerging, IR and @UNDP_Pakistan are working together in synergy for post-disaster recovery of the affected population. With joint efforts, we will be scaling up our response to rebuild infrastructure prior to extreme winters.

#RebuildAndRestore https://t.co/OFcJABznNY",28,2022-11-22 09:54:58+00:00,Twitter for Android
2282,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods? “_- #باجوہ_ہمارا_فخر  -_ * “ https://t.co/nvo4DmbtBE",2,2022-11-22 09:48:44+00:00,SocialPilot.co
2283,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods? “ #BajwaDoctrine  * “ https://t.co/6mT5eWUQVF",0,2022-11-22 09:48:44+00:00,SocialPilot.co
2284,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods? “_- #باجوہ_ہمارا_فخر #BajwaDoctrine  -_ * “ https://t.co/86tKiBnYaj",1,2022-11-22 09:48:44+00:00,SocialPilot.co
2297,"@SteveBram55 @edgarrmcgregor Aus is a land of fire and floods.
Greatest bushfire 1851!!

Pakistan is a basket case state where population has increased 4X and they’ve deforested their land, without building infrastructure.
Oh and monsoon in monsoon season isn’t climate change. 

https://t.co/rAJKXWMtMk",0,2022-11-22 09:38:42+00:00,Twitter Web App
2299,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods? #BajwaDoctrine https://t.co/nuhmhop946",0,2022-11-22 09:37:07+00:00,SocialPilot.co
2300,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods?_- #باجوہ_ہمارا_فخر #BajwaDoctrine  -_ https://t.co/s1wWf7u4MT",0,2022-11-22 09:37:07+00:00,SocialPilot.co
2301,"The so-called philanthropist IK has only once paid the visit to affected areas of KP; where is his empathy, humanity and sense of responsibility towards people of Pakistan suffering from unprecedented floods?_- #باجوہ_ہمارا_فخر  -_ https://t.co/cr4VIggpp8",1,2022-11-22 09:37:07+00:00,SocialPilot.co
2303,"@DGinCheshire @edgarrmcgregor Why can houses not get home insurance after the floods in northern NSW, Australia? Where are the insects that used to muck up your car windscreen as a kid? Why was a third of Pakistan flooded/under water? Did u not see the Black Summer Bushfires in eastern Australia? 👇🏼Its real. https://t.co/0Fy8931uoO",0,2022-11-22 09:29:22+00:00,Twitter for iPhone
2304,"During the interaction, COAS said the business community has always helped people of Pakistan during various natural calamities including their support in recent floods.
@Shagi_6 
#باجوہ_ہمارا_فخر",1,2022-11-22 09:29:21+00:00,Twitter for Android
2308,"Pakistan floods: Death toll tops 1,000; ‘very high’ level warning issued https://t.co/Y0NWq63zAA",0,2022-11-22 09:21:46+00:00,Dekut
2316,‘We couldn’t fail them’: how Pakistan’s floods spurred fight at Cop for loss and damage fund https://t.co/1VpGXgKyFU,1,2022-11-22 09:06:44+00:00,Twitter for Android
2325,"Valuable report from the @AP on the slow post-flood recovery in #Pakistan's neglected Baluchistan province (and a reminder that the news is where the journalists are, but not always vice versa) https://t.co/cDCRCfHTbh",3,2022-11-22 08:54:15+00:00,Twitter Web App
2326,"Pakistan suffered huge losses in the floods that affected a third of its 33 million population, who faced unprecedented suffering in terms of human and property losses. More than 1,700 people were killed and nearly 13,000 others injured. 

#FloodsInPakistan",0,2022-11-22 08:53:13+00:00,Twitter Web App
2330,"What is LOSS and DAMAGE?
In recent decades, the world has experienced several natural disasters which were induced by climate change. For example the recent floods in #Pakistan https://t.co/pH2g8WvflL",2,2022-11-22 08:43:42+00:00,TweetDeck Web App
2333,"Pakistan is facing a multi-layer plethora of issues, from economic bankruptcy to devastating floods. While the priorities of our Politicians lie elsewhere, some want to save their chair and some want to get it back. Every nation faces crises but successful nations get out of it. https://t.co/QZ0mpIDQC5",2,2022-11-22 08:35:29+00:00,Twitter for Android
2352,"Despite deadly floods and financial crisis, Pakistan continues to build Muridke airport near IAF airfields https://t.co/vLos7JS6m0",1,2022-11-22 07:47:31+00:00,Twitter Web App
2360,"@Val_Voshchevska I felt it. But I think it is unfortunately normal. And I hope Zelensky and western presidents prepared for this. 

Women in Afghanistan disappeared, women in Iran are in the way to disappear, Pakistan floods are out... Now it is time for Musk (be suspicious on why), World cup...",1,2022-11-22 07:40:50+00:00,Twitter for Android
